Index,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make.and.Model
130,20050318X00330,Accident,3/11/05,,,,Fatal,Substantial,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,,,8,201,UNK,Unknown,Foreign,2005,Boeing 777
131,20050502X00534,Incident,4/25/05,39.861389,-104.673056,DENVER INTL,Incident,Minor,Airplane,Boeing,737,2,Turbo Jet,Part 121: Air Carrier,Uknown,,,,98,VMC,Taxi,Probable Cause,2005,Boeing 737
132,20050523X00653,Incident,5/12/05,39.966667,-94.583333,,Incident,Unknown,Airplane,Boeing,717,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,80,IMC,Climb,Probable Cause,2005,Boeing 717
133,20081003X62950,Accident,5/20/05,,,,Fatal,Substantial,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,,,,309,UNK,Unknown,Foreign,2005,Boeing 777
134,20051028X01749,Accident,7/11/05,35.4,-80.666667,,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,,1,,186,VMC,Cruise,Probable Cause,2005,Boeing 767
135,20050825X01313,Accident,8/8/05,40.7,-74.172223,Newark Liberty International,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Jet,Part 121: Air Carrier,Uknown,,,,205,VMC,Taxi,Probable Cause,2005,Boeing 737
136,20050921X01501,Accident,8/19/05,,,Guam-Antonio B. Won Pat,Fatal,Substantial,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,2,338,VMC,Landing,Probable Cause,2005,Boeing 747
137,20051123X01878,Accident,10/22/05,29.533611,-98.469723,San Antonio International,Fatal,Unknown,Airplane,Boeing,727,3,Turbo Fan,Part 91: General Aviation,Positioning,,1,,4,VMC,Taxi,Probable Cause,2005,Boeing 727
138,20051101X01767,Incident,10/30/05,,,,Incident,Unknown,Airplane,Boeing,737,UNK,UNK,Part 121: Air Carrier,Uknown,,,,119,UNK,Unknown,Foreign,2005,Boeing 737
139,20051206X01938,Accident,11/6/05,,,,Fatal,Substantial,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,,,,243,UNK,Unknown,Foreign,2005,Boeing 777
140,20090528X34729,Incident,12/1/05,,,Kagoshima Airport,Incident,Minor,Airplane,Boeing,767,2,Turbo Fan,"Non-U.S., Commercial",Uknown,,,,,UNK,Unknown,Foreign,2005,Boeing 767
141,20090617X33239,Incident,2/1/06,,,"Istanbul, Turkey",Incident,Minor,Airplane,Boeing,747,UNK,Turbo Fan,"Non-U.S., Commercial",Uknown,,,,,UNK,Unknown,Foreign,2006,Boeing 747
142,20060425X00482,Accident,4/19/06,,,,Fatal,Unknown,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,,1,4,232,UNK,Unknown,Foreign,2006,Boeing 777
143,20060807X01100,Accident,6/7/06,,,,Fatal,Substantial,Airplane,Boeing,747,UNK,UNK,Part 121: Air Carrier,Uknown,,,,6,UNK,Unknown,Foreign,2006,Boeing 747
144,20060808X01115,Accident,7/28/06,,,Memphis International,Fatal,Substantial,Airplane,Boeing,Md-10-10F,3,Turbo Fan,Part 121: Air Carrier,Uknown,,,,3,VMC,Landing,Probable Cause,2006,Boeing Md-10-10F
145,20060925X01392,Incident,9/22/06,,,,Incident,Minor,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,,,,,UNK,Unknown,Foreign,2006,Boeing 777
146,20061002X01435,Accident,9/29/06,,,Cachimbo airbase,Fatal,Destroyed,Airplane,Boeing,737,2,UNK,"Non-U.S., Commercial",Uknown,154,,,7,IMC,Unknown,Foreign,2006,Boeing 737
147,20070426X00458,Accident,11/7/06,41.978611,-87.904722,O'Hare International,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,Part 121: Air Carrier,Uknown,,,,216,IMC,Standing,Probable Cause,2006,Boeing 737
148,20070111X00042,Accident,12/26/06,32.733611,-117.189722,San Diego,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,,,,208,VMC,Taxi,Probable Cause,2006,Boeing 737
149,20061227X01849,Incident,12/26/06,25.793333,-80.290555,Miami International,Incident,Unknown,Airplane,Boeing,747,4,Turbo Fan,Part 129: Foreign,Uknown,,,,368,VMC,Taxi,Probable Cause,2006,Boeing 747
150,20070111X00042,Accident,12/26/06,32.733611,-117.189722,San Diego,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,,,,208,VMC,Taxi,Probable Cause,2006,Boeing 737
151,20080513X00660,Accident,2/26/07,,,,Fatal,Substantial,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,,,,205,UNK,Unknown,Foreign,2007,Boeing 777
152,20070520X00598,Accident,4/25/07,38.454722,-77.049722,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,,1,,102,IMC,Approach,Probable Cause,2007,Boeing 737
153,20070705X00879,Accident,6/27/07,41.968611,-87.907778,CHICAGO O'HARE INTL,Fatal,Minor,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,,,,501,VMC,Taxi,Probable Cause,2007,Boeing 777
154,20070911X01360,Accident,7/12/07,33.636666,-84.428334,THE WILLIAM B HARTSFIELD ATLAN,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,,1,,250,VMC,Taxi,Probable Cause,2007,Boeing 777
155,20081219X65251,Incident,10/28/07,,,Douglas International,Incident,Minor,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,,,,,UNK,Standing,Probable Cause,2007,Boeing 757
156,20071231X02010,Incident,11/17/07,33.191111,-95.978334,Love Field,Incident,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,,,,138,VMC,Climb,Probable Cause,2007,Boeing 737
157,20080213X00187,Accident,12/14/07,40.658333,-73.786666,John F. Kennedy International,Fatal,Substantial,Airplane,Boeing,747,4,UNK,Part 129: Foreign,Positioning,,,,5,IMC,Taxi,Probable Cause,2007,Boeing 747
158,20071231X02013,Accident,12/14/07,41.978611,-87.904722,Chicago O'Hare Intl,Fatal,Minor,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,0,263,VMC,Approach,Probable Cause,2007,Boeing 777
159,20080111X00038,Incident,1/3/08,482148N,0000922E,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
160,20080111X00039,Incident,1/7/08,,,,Fatal,Minor,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,334,UNK,Unknown,,2008,Boeing 747
161,20080122X00088,Incident,1/8/08,040515N,0964555W,LINCOLN MUNI,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,38,VMC,Unknown,The improper installation of the swivel valve fittings by the operator's mechanic leading to the total loss of both hydraulic systems.  Contributing to the incident were the swivel valves leaking and the total failure of the hydraulic system.,2008,Boeing 737
162,20080117X00065,Accident,1/17/08,,,,Fatal,Substantial,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,2,0,191,UNK,Unknown,,2008,Boeing 777
163,20080212X00178,Incident,1/31/08,264059N,0080544W,,Fatal,Minor,Airplane,Boeing,757,UNK,Turbo Fan,Part 121: Air Carrier,Uknown,0,6,0,140,VMC,Unknown,"the arcing of the windshield heat system at the upper, aft (J1) and upper, forward (J4) terminal locations on the first officer's windshield, which caused the inner pane of glass to fracture.",2008,Boeing 757
164,20081219X65255,Incident,2/3/08,,,"Nurnberg, Germany",Unavailable,Unknown,Airplane,Boeing,737,2,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
165,20080506X00615,Incident,2/10/08,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,55,UNK,Unknown,,2008,Boeing 737
166,20080723X01110,Accident,2/10/08,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,1,72,UNK,Unknown,,2008,Boeing 737
167,20080222X00225,Incident,2/13/08,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,39,UNK,Unknown,,2008,Boeing 737
168,20080413X00464,Accident,2/23/08,295812N,0822624W,Orlando International,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,102,IMC,Unknown,"An unexpected encounter with turbulence, while on approach for landing.",2008,Boeing 737
169,20080305X00267,Incident,2/24/08,036448N,0011598W,McCarran International Airport,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,6,0,136,VMC,Unknown,An inadvertent encounter with severe turbulence during descent and the failure of two passenger seat belt attach fittings.  Contributing to the incident was the failure of the operator to comply with the SAIB.,2008,Boeing 737
170,20080404X00432,Incident,2/25/08,019260N,0009940W,,Fatal,Minor,Airplane,Boeing,777,2,Turbo Fan,NUSC,Uknown,0,0,0,403,VMC,Unknown,,2008,Boeing 777
171,20080307X00283,Incident,3/1/08,325043N,0096519W,DALLAS LOVE FIELD,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,244,IMC,Unknown,The failure of the taxiing flight crew to maintain an adequate clearance from the stationary airplane.,2008,Boeing 737
172,20080506X00616,Incident,3/3/08,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,54,UNK,Unknown,,2008,Boeing 737
173,20080509X00641,Accident,3/10/08,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
174,20080509X00642,Incident,3/21/08,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
175,20080509X00640,Incident,3/22/08,373334N,0772245W,,Fatal,Minor,Airplane,Boeing,757,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,180,VMC,Unknown,"The installed wing panel clips failed due to fatigue, likely caused by the incorrect installation of the fasteners in response to SB 757-57-0027.  Contributing to the incorrect installation was the SB's lack of clarity in the instructions and figures on the correct orientation of the clips and spacers.",2008,Boeing 757
176,20080403X00417,Incident,3/25/08,,,,Unavailable,Minor,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 747
177,20080404X00426,Incident,3/27/08,030026N,0951849W,George Bush Intercontinental,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,118,VMC,Unknown,The flight crew's improper landing technique for an inoperative anti-skid system resulting in locked brakes and four blown main landing gear tires.,2008,Boeing 737
178,20090414X20110,Incident,3/29/08,,,Santa Maria,Unavailable,Unknown,Airplane,Boeing,777,UNK,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 777
179,20080722X01094,Accident,4/7/08,252222N,0082952W,Miami International Airport,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,146,IMC,Unknown,"An unexpected encounter with turbulence, during the initial descent for landing.",2008,Boeing 737
180,20080417X00501,Accident,4/14/08,405742N,0804038W,Youngstown Elser Airport,Fatal,Substantial,Airplane,Boeing,E75N1,1,Reciprocating,Part 91: General Aviation,Flight Test,0,1,1,0,VMC,Unknown,"The pilot's failure to maintain adequate airspeed, resulting in an aerodynamic stall.",2008,Boeing E75N1
181,20081003X63355,Incident,4/20/08,404427N,0741014W,Newark Liberty International,Fatal,Minor,Airplane,Boeing,747,4,UNK,Part 121: Air Carrier,Uknown,0,0,0,5,UNK,Unknown,"An engine fire in the No. 3 engine due to the failure of, and subsequent flammable fluid leak from, one of three fuel or hydraulic lines located in the engine's accessory raceway that ignited when the fluid came in contact with the hot engine cases.  Contributing to the incident were the lack of adequate inspection and test requirements and appropriate life limit or inspection interval requirements by the manufacturer.",2008,Boeing 747
182,20081219X16532,Incident,4/27/08,,,Singapore Changi Airport,Fatal,Minor,Airplane,Boeing,Md-11,3,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,The Center Landing gear (CLG) strut failed due to intergranular (IG) cracking resulted from a contamination of the surface from the chemical used to clean that area prior to painting.,2008,Boeing Md-11
183,20080723X01108,Accident,5/17/08,006596N,1581230W,,Fatal,Substantial,Airplane,Boeing,727,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,5,VMC,Unknown,,2008,Boeing 727
184,20081003X63358,Incident,5/21/08,254649N,0801157W,,Fatal,Minor,Airplane,Boeing,Md-11F,3,Turbo Fan,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,"The insufficient predicted fatigue life of the P/N KBE6-59 adjustable-length 3/8-inch rod end, and the inadequate fatigue margin at the transcowl CDU clevis assembly bracket attachment rivets for the one actuator out condition, which resulted in the failure of a second transcowl attachment during thrust reverser activation, leading to the partial liberation of the thrust reversers inboard transcowl.",2008,Boeing Md-11F
185,20080723X01109,Accident,5/22/08,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
186,20080620X00890,Accident,5/25/08,,,,Fatal,Destroyed,Airplane,Boeing,747,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,5,UNK,Unknown,,2008,Boeing 747
187,20081219X16534,Incident,6/6/08,,,FAP Captain David Abenzur Reng,Unavailable,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2008,Boeing 737
188,20100608X35931,Incident,6/27/08,033264N,0112041W,Phoenix Sky Harbor Intl.,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,"The failure of the MLG was due to cracking in the cylinder wall resulting from a fatigue mechanism which initiated at, and near the inner diameter (ID) surface, with propagation through the wall toward the outer diameter(OD) surface. Crack initiation was due to base metal damage which took the form of over tempered martensite (OTM) and chemical attack/pitting of the base metal.",2008,Boeing 737
189,20080701X00963,Accident,6/28/08,373639N,1222247W,San Francisco International,Fatal,Destroyed,Airplane,Boeing,767,2,Turbo Jet,Part 121: Air Carrier,Uknown,0,0,0,2,UNK,Unknown,"The design of the supplemental oxygen system hoses and the lack of positive separation between electrical wiring and electrically conductive oxygen system components. The lack of positive separation allowed a short circuit to breach a combustible oxygen hose, release oxygen, and initiate a fire in the supernumerary compartment that rapidly spread to other areas. Contributing to this accident was the Federal Aviation Administrations failure to require the installation of nonconductive oxygen hoses after the safety issue concerning conductive hoses was initially identified by Boeing.",2008,Boeing 767
190,20080723X01107,Accident,7/2/08,,,,Unavailable,Substantial,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 777
191,20080709X00995,Incident,7/3/08,472733N,1221855W,SEATTLE-TACOMA INTL,Fatal,Unknown,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,314,VMC,Unknown,The flight crew's diverted attention during taxi. Contributing to the incident was the air traffic control clearance was not followed.,2008,Boeing 737
192,20081219X16535,Incident,7/5/08,,,,Unavailable,Minor,Airplane,Boeing,747,UNK,Turbo Fan,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,"Failure of the low pressure turbine stage 3 disk due to a design that is vulnerable to high pressure turbine unbalance-induced synchronous vibration that cannot  be detected in flight, and the subsequent uncontained engine failure.",2008,Boeing 747
193,20080709X00994,Incident,7/6/08,040451N,0735958W,John F. Kennedy Intl,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,285,VMC,Unknown,"Air traffic control tower non-compliance with FAA separation requirements for operations on non-intersecting runways where flight paths intersect, and poor judgment by the Local 2 controller in clearing the Boeing 767 for takeoff without accounting for the possibility of a go-around by the Boeing 737.",2008,Boeing 737
194,20080713X01025,Accident,7/7/08,044311N,0074157W,,Fatal,Destroyed,Airplane,Boeing,747,UNK,UNK,Part 121: Air Carrier,Uknown,0,3,5,0,VMC,Unknown,<br /><br />,2008,Boeing 747
195,20080813X01238,Incident,7/14/08,005055N,0065658E,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,1,0,46,IMC,Unknown,,2008,Boeing 737
196,20081219X65315,Incident,7/23/08,,,Syamsudin Noor Airport,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
197,20080805X01157,Accident,7/25/08,,,,Fatal,Substantial,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,365,UNK,Unknown,,2008,Boeing 747
198,20081004X11120,Accident,7/29/08,,,,Unavailable,Unknown,Airplane,Boeing,767,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2008,Boeing 767
199,20081003X16340,Incident,8/6/08,036448N,0011598W,McCarran International Airport,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,170,VMC,Unknown,The engine experienced an uncontained release of high pressure turbine material due to fatigue cracks that occurred on four consecutive blade retainig lugs on the 2nd stage turbine hub. The cracked lugs resulted in the release of four 2nd stage turbine blades that penetrated the engine's cases and nacelle. The lugs cracked due to loss of material and resultant increase in stress load on the blade slot serrations due to excessve grit blasting when the hub was being overhauled  by Delta Air Lines. Contributing to the uncontained incident was the FAA's and Pratt & Whitney's failure to act in a timely manner when another PW2037 2nd stage turbine hub was found to have multiple cracks in the blade retaining lugs.,2008,Boeing 757
200,20080822X01296,Accident,8/16/08,037378N,1222229W,San Francisco International,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 129: Foreign,Uknown,0,0,0,311,VMC,Unknown,The ground crewman's failure to follow the tow bar disconnect standard operating procedures.,2008,Boeing 777
201,20081003X63010,Incident,8/16/08,,,Charles DeGaulle,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,2,VMC,Unknown,.,2008,Boeing 737
202,20080825X01307,Accident,8/20/08,,,,Fatal,Destroyed,Airplane,Boeing,Md82,UNK,UNK,NUSC,Uknown,154,0,18,0,UNK,Unknown,,2008,Boeing Md82
203,20081003X16307,Accident,8/24/08,043425N,0742147E,Manas Airport,Fatal,Destroyed,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,65,25,0,0,UNK,Unknown,;kh,2008,Boeing 737
204,20080912X01438,Incident,8/26/08,044259N,0074923W,El Dorado International,Fatal,Unknown,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,5,VMC,Unknown,"The combination of fan blade edge contour, variable blade trim, and the high altitude, which resulted in an engine surge.",2008,Boeing 747
205,20081003X16306,Incident,8/26/08,,,,Fatal,Unknown,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,2,VMC,Unknown,.,2008,Boeing 747
206,20080829X01354,Incident,8/28/08,,,,Fatal,Unknown,Airplane,Boeing,744,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,159,UNK,Unknown,The San Juan CERAP controllers failure to ensure the two aircraft were properly separated using non-radar separation standards.,2008,Boeing 744
207,20081003X16309,Accident,8/30/08,,,Latacunga,Fatal,Destroyed,Airplane,Boeing,737,2,UNK,NUSN,Ferry,3,0,0,0,IMC,Unknown,.,2008,Boeing 737
208,20080920X01508,Accident,9/14/08,,,,Fatal,Destroyed,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,88,0,0,0,UNK,Unknown,,2008,Boeing 737
209,20081016X91229,Incident,9/18/08,,,Barcelona,Fatal,Minor,Airplane,Boeing,757,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 757
210,20081007X03940,Incident,9/22/08,415843N,0875417W,O'Hare International Airport,Fatal,Minor,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,192,UNK,Unknown,The failure of an electrical relay due to eroded contacts and the flight crew's decision to continue a flight that was operating on battery power.,2008,Boeing 757
211,20081219X65313,Incident,10/1/08,415321N,0873713W,Chicago Midway,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,133,UNK,Unknown,The right nose landing gear axle's failure from intergranular and fatigue cracking due to an earlier bearing failure.,2008,Boeing 737
212,20081020X72910,Accident,10/2/08,,1025219E,Bangkok International Airport,Fatal,Unknown,Airplane,Boeing,747,4,UNK,NUSC,Uknown,0,13,1,151,UNK,Unknown,,2008,Boeing 747
213,20081105X55127,Accident,10/16/08,,,"Maiquetia, Simon Bolivar",Fatal,Substantial,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,55,IMC,Unknown,.,2008,Boeing 737
214,20100304X92243,Incident,10/18/08,,,"Nicola Tesla, Belgrade, Serbia",Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,189,UNK,Unknown,,2008,Boeing 737
215,20081219X65316,Incident,10/28/08,,,Ngurah Rai Airport Bali,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2008,Boeing 737
216,20081110X15316,Incident,11/7/08,404718N,1115840W,Salt Lake City Int.,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,51,VMC,Unknown,The tug driver's failure to maintain situational awareness during the push back operation.,2008,Boeing 737
217,20081201X44308,Incident,11/26/08,454610N,1105549W,Bozeman,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,263,VMC,Unknown,"An accumulation of ice in the fuel system, which formed from the water normally present in jet fuel during commonly encountered flight conditions, which accreted and released, restricting the fuel flow at the right engine fuel-oil heat exchanger inlet face. 

Contributing to the incident were certification requirements (with which the aircraft and engine fuel systems were in compliance), which did not account for the possibility of ice accumulating and subsequently releasing in the aircraft and engine fuel feed system upstream of the fuel-oil heat exchanger.",2008,Boeing 777
218,20081223X70710,Incident,12/20/08,057250N,1352142W,Sitka,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,88,0,0,VMC,Unknown,"The placement of operating equipment in close proximity to an external heating unit's intake by ground personnel, resulting in the contamination of the airplane's cabin with carbon monoxide.",2008,Boeing 737
219,20081221X14648,Accident,12/21/08,039452N,0010503W,Denver International Airport,Fatal,Substantial,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,41,6,68,VMC,Unknown,"The captains cessation of right rudder input, which was needed to maintain directional control of the airplane, about 4 seconds before the excursion, when the airplane encountered a strong and gusty crosswind that exceeded the captains training and experience. Contributing to the accident were the following factors: 1) an air traffic control system that did not require or facilitate the dissemination of key, available wind information to the air traffic controllers and pilots; and 2) inadequate crosswind training in the airline industry due to deficient simulator wind gust modeling.",2008,Boeing 737
220,20090102X60836,Accident,12/23/08,421155N,0008961W,Rockford International,Fatal,Substantial,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,3,VMC,Unknown,The ground crew's failure to maintain clearance from the light pole while directing the airplane to parking.,2008,Boeing 747
221,20081224X25658,Incident,12/24/08,472659N,1221842W,Seattle-Tacoma International,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Jet,Part 121: Air Carrier,Uknown,0,0,0,141,IMC,Unknown,The failure of the deicing crew to follow company procedures by not receiving confirmation from the flight crew before beginning to deice the airplane.,2008,Boeing 737
