,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
275,20020917X01668,Accident,1982-02-08,,,DAVIS AIRPARK,Fatal,Substantial,Airplane,Cessna,140,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
276,20020917X01666,Accident,1982-02-08,,,NASHVILLE METRO,Fatal,Substantial,Airplane,Beech,C-23,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
277,20020917X02175,Accident,1982-02-09,,,,Fatal,Destroyed,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
279,20020917X01769,Incident,1982-02-09,,,BIRMINGHAM MUNI,Incident,Unknown,Airplane,Beech,200,2,Turbo Prop,Part 91: General Aviation,Executive/corporate,0.0,0.0,0.0,10.0,IMC,Takeoff,Probable Cause
280,20020917X02174,Accident,1982-02-09,,,CARLSBAD AIRPORT,Fatal,Substantial,Airplane,Cessna,310R,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause
282,20020917X01743,Accident,1982-02-09,,,NEWPORT NEWS,Fatal,Substantial,Airplane,Cessna,402B,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,IMC,Go-around,Probable Cause
283,20020917X01627,Accident,1982-02-09,,,,Fatal,Substantial,Airplane,Cessna,185,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause
285,20020917X02262,Accident,1982-02-10,,,,Fatal,Destroyed,Airplane,Beech,95-C55,2,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause
287,20020917X01924,Accident,1982-02-10,,,SPANISH FORK,Fatal,Substantial,Airplane,Cessna,421B,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
288,20020917X01725,Accident,1982-02-10,,,WAYNE COUNTY,Fatal,Substantial,Airplane,Cessna,401,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause
290,20020917X02403,Accident,1982-02-11,,,,Fatal,Destroyed,Airplane,Cessna,421,2,Reciprocating,Part 91: General Aviation,UNK,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause
291,20020917X02243,Accident,1982-02-11,,,TREMBLE RANCH,Fatal,Destroyed,Airplane,Grumman,G-164B,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
292,20020917X02435,Accident,1982-02-11,,,SPIRIT OF ST. LOUIS,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
294,20020917X02571,Incident,1982-02-12,,,,Incident,Unknown,Airplane,De Havilland,Dhc-6-100,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,7.0,VMC,Cruise,Probable Cause
297,20020917X01804,Accident,1982-02-12,,,LORAIN COUNTY REGIONAL,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause
303,20020917X02439,Accident,1982-02-13,,,BRADLEY,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
311,20020917X02011,Accident,1982-02-14,,,CLEVELAND,Fatal,Destroyed,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
313,20020917X02436,Accident,1982-02-14,,,SPIRIT OF ST. LOUIS,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
315,20020917X01805,Accident,1982-02-14,,,BOONE COUNTY,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
320,20020917X02336,Incident,1982-02-15,,,ONTARIO INTERNATIONAL,Incident,Minor,Airplane,Boeing,B737-2H4,2,Turbo Jet,Part 121: Air Carrier,UNK,0.0,0.0,0.0,119.0,IMC,Approach,Probable Cause
321,20020917X02012,Accident,1982-02-15,,,,Fatal,Destroyed,Airplane,Cessna,310D,2,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause
322,20020917X01884,Accident,1982-02-15,,,,Fatal,Destroyed,Airplane,Piper,Pa-23,2,Reciprocating,Part 91: General Aviation,Ferry,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
324,20020917X02438,Accident,1982-02-15,,,DES MOINES MUNI,Fatal,Substantial,Airplane,Piper,Pa-28-151,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,IMC,Descent,Probable Cause
325,20020917X02437,Accident,1982-02-15,,,SPIRIT OF ST. LOUIS,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
327,20020917X01801,Accident,1982-02-15,,,FORT WAYNE MUNI.,Fatal,Substantial,Airplane,Cessna,152(Ii),1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
328,20020917X01798,Accident,1982-02-15,,,PUTNAM COUNTY,Fatal,Substantial,Airplane,Beech,35,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause
330,20020917X01718,Accident,1982-02-15,,,I-95 SOUTH,Fatal,Substantial,Airplane,Cessna,150M,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause
332,20020917X01800,Accident,1982-02-15,,,BI-STATE PARKS,Fatal,Substantial,Airplane,Piper,Pa-31-310,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
334,20020917X01727,Accident,1982-02-16,,,LEBANON-SPRINGFIELD,Fatal,Destroyed,Airplane,Piper,Pa-31T2,2,Turbo Prop,Part 91: General Aviation,Business,8.0,0.0,0.0,0.0,IMC,Approach,Probable Cause
336,20020917X01911,Accident,1982-02-16,,,,Fatal,Substantial,Airplane,Nihon,Ys-11A,2,Turbo Prop,Part 121: Air Carrier,UNK,0.0,0.0,3.0,36.0,VMC,Approach,Probable Cause
337,20020917X02360,Accident,1982-02-17,,,OPA LOCKA,Fatal,Destroyed,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause
339,20020917X02125,Accident,1982-02-17,,,,Fatal,Substantial,Airplane,Piper,Pa-28Rt-201T,1,Reciprocating,Part 91: General Aviation,Business,0.0,1.0,0.0,0.0,IMC,Descent,Probable Cause
343,20020917X01926,Accident,1982-02-17,,,BLANDING CITY MUNICIPAL,Fatal,Substantial,Airplane,Cessna,210,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,2.0,0.0,IMC,Approach,Probable Cause
345,20020917X01968,Accident,1982-02-17,,,MITCHELL MUNICIPAL,Fatal,Substantial,Airplane,Piper,Pa-23,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,6.0,IMC,Approach,Probable Cause
346,20020917X02630,Incident,1982-02-18,,,BOISE AIR TERMINAL,Incident,Minor,Airplane,Embraer,Emb-11Op1,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,16.0,VMC,Takeoff,Probable Cause
351,20020917X02151,Incident,1982-02-19,,,HARLINGEN IND.AIR PARK,Incident,Unknown,Airplane,Boeing,B-727-200,3,Turbo Jet,Part 129: Foreign,UNK,,,,83.0,IMC,Landing,Probable Cause
356,20020917X01818,Accident,1982-02-19,,,ARNEMAN FIELD,Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
359,20020917X02351,Accident,1982-02-19,,,,Fatal,Substantial,Airplane,Cessna,P206B,1,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,1.0,UNK,Landing,Probable Cause
361,20020917X01885,Accident,1982-02-19,,,WITTMAN,Fatal,Substantial,Airplane,Cessna,404,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,7.0,IMC,Landing,Probable Cause
366,20020917X02444,Accident,1982-02-20,,,MUNICIPAL,Fatal,Substantial,Airplane,Piper,Pa-28-161,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
367,20020917X02350,Accident,1982-02-20,,,ALBERT WHITTED,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
372,20020917X01810,Accident,1982-02-20,,,RAINBOW,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
377,20020917X01912,Accident,1982-02-21,,,,Fatal,Destroyed,Airplane,De Havilland,Dhc-6,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,1.0,10.0,1.0,0.0,VMC,Cruise,Probable Cause
380,20020917X02440,Accident,1982-02-21,,,MATHEWS MEMORIAL,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
385,20020917X01815,Accident,1982-02-21,,,CLOW INTL AIRPORT,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
386,20020917X01813,Accident,1982-02-21,,,MONROE COUNTY,Fatal,Substantial,Airplane,Fairchild Hiller,227C,2,Turbo Prop,Part 91: General Aviation,Ferry,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause
391,20020917X02019,Accident,1982-02-22,,,M & M AG STRIP,Fatal,Substantial,Airplane,Grumman,G-164A,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
392,20020917X02018,Accident,1982-02-22,,,,Fatal,Substantial,Airplane,Cessna,A185F,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause
394,20020917X01814,Accident,1982-02-22,,,ELYRIA,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
395,20020917X02352,Accident,1982-02-22,,,,Fatal,Substantial,Airplane,Cessna,210A,1,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,1.0,UNK,Other,Probable Cause
396,20020917X01817,Accident,1982-02-22,,,CLEVELAND-HOPKINS INTL.,Fatal,Substantial,Airplane,Piper,Pa-60,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
397,20020917X02245,Accident,1982-02-23,,,THOMAS RANCH,Fatal,Destroyed,Airplane,Cessna,A188B,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause
399,20020917X02446,Accident,1982-02-23,,,ARTHUR N. NEU,Fatal,Substantial,Airplane,Piper,Pa-60/601P,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause
400,20020917X02020,Accident,1982-02-23,,,KINGFISHER,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
403,20020917X02300,Accident,1982-02-24,,,,Fatal,Destroyed,Airplane,Rockwell,Commander 114,1,Reciprocating,Part 91: General Aviation,Ferry,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause
404,20020917X02272,Accident,1982-02-24,,,,Fatal,Destroyed,Airplane,Beech,Be-95-C55,2,Reciprocating,Part 91: General Aviation,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause
405,20020917X02097,Accident,1982-02-24,,,OAK GROVE,Fatal,Destroyed,Airplane,Cessna,150,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause
407,20020917X01898,Incident,1982-02-24,,,O'HARE,Incident,Unknown,Airplane,Swearingen,Sa-227,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,12.0,VMC,Landing,Probable Cause
408,20020917X02626,Accident,1982-02-24,,,,Fatal,Substantial,Airplane,Weatherly,201C,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
410,20020917X01820,Accident,1982-02-24,,,BRYAN,Fatal,Substantial,Airplane,Cessna,414,2,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
411,20020917X01671,Accident,1982-02-24,,,,Fatal,Substantial,Airplane,Eagle,Dw-1,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
412,20020917X01729,Accident,1982-02-25,,,,Fatal,Destroyed,Airplane,Cessna,210L,1,Reciprocating,Part 91: General Aviation,UNK,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause
413,20020917X02586,Accident,1982-02-25,,,JEROME,Fatal,Substantial,Airplane,Piper,Pa-28-181,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
414,20020917X02030,Accident,1982-02-25,,,EUNICE AIRPORT,Fatal,Substantial,Airplane,Cessna,421B,2,Reciprocating,Part 91: General Aviation,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause
416,20020917X02145,Accident,1982-02-25,,,DEL RIO INTL,Fatal,Substantial,Airplane,Piper,Pa-23,2,Reciprocating,Unknown,UNK,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause
417,20020917X02112,Accident,1982-02-25,,,DALLAS AIRPORT,Fatal,Substantial,Airplane,Beech,D18S,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause
419,20020917X01770,Incident,1982-02-26,,,DEKALB PEACHTREE,Incident,Minor,Airplane,Beech,B90,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause
420,20020917X02445,Accident,1982-02-26,,,MCPHERSON,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
423,20020917X02299,Accident,1982-02-26,,,,Fatal,Substantial,Airplane,Cessna,182C,1,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause
427,20020917X02540,Accident,1982-02-27,,,VANSANT,Fatal,Substantial,Airplane,Cessna,150G,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause
428,20020917X02492,Accident,1982-02-27,,,EASTON,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause
432,20020917X02022,Accident,1982-02-27,,,CLOVIS MUNICIPAL,Fatal,Substantial,Airplane,Cessna,T210M,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
438,20020917X02587,Accident,1982-02-28,,,,Fatal,Substantial,Airplane,Cessna,172N,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
448,20020917X02199,Accident,1982-03-01,,,GLENDALE MUNI,Fatal,Substantial,Airplane,Piper,Pa-28-161,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause
453,20020917X02029,Accident,1982-03-01,,,,Fatal,Substantial,Airplane,Cessna,U206,1,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause
466,20020917X02502,Accident,1982-03-03,,,PALMER METRO,Fatal,Substantial,Airplane,Cessna,172Rg,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause
467,20020917X02031,Accident,1982-03-03,,,DELEON MUNICIPAL,Fatal,Substantial,Airplane,Cessna,P210N,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,4.0,0.0,VMC,Landing,Probable Cause
469,20020917X02037,Accident,1982-03-03,,,CROWNPOINT MUNICIPAL,Fatal,Substantial,Airplane,Piper,Pa-32-300,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause
471,20020917X02132,Accident,1982-03-04,,,,Fatal,Destroyed,Airplane,Piper,Pa-36,1,Reciprocating,Part 137: Agricultural,Aerial Application,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause
474,20020917X02359,Accident,1982-03-04,,,KEY WEST INTERNATIONAL,Fatal,Substantial,Airplane,Cessna,310K,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
476,20020917X01826,Accident,1982-03-04,,,PORTER COUNTY,Fatal,Substantial,Airplane,Piper,Pa-30,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
477,20020917X01825,Accident,1982-03-04,,,LORAIN COUNTY,Fatal,Substantial,Airplane,Smith Aerostar,600,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
478,20020917X02150,Accident,1982-03-05,,,,Fatal,Destroyed,Airplane,Cessna,182L,1,Reciprocating,Part 91: General Aviation,Business,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause
482,20020917X01830,Accident,1982-03-05,,,TIMMERMAN FIELD,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
484,20020917X01633,Accident,1982-03-05,,,MERRILL FIELD,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
491,20020917X02189,Accident,1982-03-06,,,HALF MOON BAY,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause
492,20020917X02187,Accident,1982-03-06,,,,Fatal,Substantial,Airplane,Cessna,172N,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,UNK,Descent,Probable Cause
495,20020917X02191,Accident,1982-03-06,,,,Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause
497,20020917X02035,Accident,1982-03-07,,,WEISER AIRPARK,Fatal,Destroyed,Airplane,Cessna,172M,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause
501,20020917X02045,Accident,1982-03-07,,,POUNDS FIELD,Fatal,Substantial,Airplane,Cessna,172M,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
505,20020917X02506,Accident,1982-03-08,,,,Fatal,Destroyed,Airplane,Cessna,T188C,1,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause
506,20020917X02477,Incident,1982-03-08,,,MCCARRAN INTERNATL,Incident,Unknown,Airplane,Boeing,707-131B,4,Turbo Fan,Part 121: Air Carrier,UNK,1.0,0.0,0.0,0.0,VMC,Standing,Probable Cause
507,20020917X02419,Incident,1982-03-08,,,,Incident,Minor,Airplane,Piper,Pa-28-140,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause
508,20020917X02308,Accident,1982-03-08,,,,Fatal,Destroyed,Airplane,Piper,Pa-28R-180,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,1.0,0.0,0.0,VMC,Climb,Probable Cause
513,20020917X02144,Accident,1982-03-08,,,SAN MIGUEL RANCH,Fatal,Substantial,Airplane,Beech,E18S,2,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,1.0,0.0,UNK,Takeoff,Probable Cause
514,20020917X01829,Accident,1982-03-08,,,GRAND MARAIS,Fatal,Substantial,Airplane,Piper,Pa-23 250,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause
515,20020917X01899,Incident,1982-03-09,,,MICHIANA REGIONAL,Incident,Minor,Airplane,Swearingen,Sa-266Tc,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,9.0,UNK,Maneuvering,Probable Cause
516,20020917X02507,Accident,1982-03-09,,,JAFFREY MUNI,Fatal,Substantial,Airplane,Piper,Pa-28-181,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause
518,20020917X02193,Accident,1982-03-09,,,TAFT AIRPORT,Fatal,Substantial,Airplane,Beech,V35B,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause
520,20020917X02038,Accident,1982-03-09,,,WILDWOOD STRIP,Fatal,Substantial,Airplane,Rockwell,S-2R,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
521,20020917X01745,Accident,1982-03-09,,,,Fatal,Substantial,Airplane,Cessna,210D,1,Reciprocating,Part 91: General Aviation,Business,1.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause
522,20020917X02338,Incident,1982-03-10,,,LONG BEACH/DAUGHETY FIELD,Incident,Unknown,Airplane,Dougals,Dc-9-82,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,68.0,VMC,Standing,Probable Cause
524,20020917X02039,Accident,1982-03-10,,,,Fatal,Destroyed,Airplane,Rockwell,S-2R,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause
525,20020917X02564,Accident,1982-03-10,,,MARLBORO,Fatal,Substantial,Airplane,Varga,2150A,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause
526,20020917X02508,Accident,1982-03-10,,,ALEXANDRIA,Fatal,Substantial,Airplane,Piper,Pa-28-151,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
529,20020917X02034,Accident,1982-03-10,,,ANGEL FIRE,Fatal,Substantial,Airplane,Cessna,U-206,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause
531,20020917X01932,Accident,1982-03-10,,,,Fatal,Substantial,Airplane,Bellanca,7Gcbc,1,Reciprocating,Part 91: General Aviation,UNK,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
532,20020917X02572,Incident,1982-03-11,,,LAGUARDIA (R/W 22),Incident,Minor,Airplane,Aviat,262A-12,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,30.0,IMC,Climb,Probable Cause
534,20020917X02099,Accident,1982-03-11,,,COULTER,Fatal,Destroyed,Airplane,Cessna,150J,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,1.0,VMC,Takeoff,Probable Cause
535,20020917X01716,Accident,1982-03-11,,,NASHVILLE METRO,Fatal,Minor,Airplane,Beech,95-55,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause
539,20020917X01716,Accident,1982-03-11,,,NASHVILLE METRO,Fatal,Substantial,Airplane,Cessna,310,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause
541,20020917X02510,Accident,1982-03-12,,,QUEEN CITY,Fatal,Destroyed,Airplane,Piper,Pa-38-112,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause
543,20020917X02512,Accident,1982-03-12,,,BADER FIELD,Fatal,Substantial,Airplane,Piper,Pa-34-200,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause
547,20020917X02196,Accident,1982-03-12,,,CHINO,Fatal,Substantial,Airplane,Cessna,501,2,Turbo Jet,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause
550,20020917X01934,Accident,1982-03-12,,,JEFFERSON COUNTY,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause
551,20020917X01933,Accident,1982-03-12,,,BOULDER MUNICIPAL,Fatal,Substantial,Airplane,Beech,A36Tc,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause
552,20020917X02548,Accident,1982-03-12,,,SYRACUSE,Fatal,Substantial,Airplane,Piper,Pa-32,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,5.0,0.0,IMC,Approach,Probable Cause
558,20020917X02154,Accident,1982-03-13,,,,Fatal,Destroyed,Airplane,Boeing,Kc-135A,4,Turbo Jet,Unknown,UNK,6.0,0.0,0.0,0.0,UNK,Approach,Probable Cause
564,20020917X02316,Accident,1982-03-13,,,GNOSS,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause
568,20020917X01833,Accident,1982-03-13,,,BRYAN-WILLIANS CO.,Fatal,Substantial,Airplane,Beech,200,2,Turbo Prop,Part 91: General Aviation,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause
